Nombres,Servidores,Clases,Cotas,Ganados,Perdidos,Niveles,% Winrate,Puntos
Heal-base,Terra Cogita,Aniripsa,993,130,79,200.0,62.2,7098
Marhaboutage,Oshimo,Sadida,1029,127,118,200.0,51.84,7098
Lalli-Senpai,Herdegrize,Yopuka,1069,35,11,200.0,76.09,7071
Adiorlord,Brutas,Aniripsa,1113,41,11,200.0,78.85,7064
Opio,Grandapan,Feca,929,111,54,200.0,67.27,7050
Xdangerousx,Brutas,Sacrogrito,973,123,77,200.0,61.5,7038
Ari-hanna,Brutas,Tymador,946,109,54,200.0,66.87,7036
Top-Secret,Oshimo,Sacrogrito,947,83,17,200.0,83.0,7025
Danakils,Terra Cogita,Sacrogrito,1057,80,46,200.0,63.49,7014
Ouwe,Oshimo,Aniripsa,1086,73,35,200.0,67.59,7012
Zoba-Sanguis,Oshimo,Sacrogrito,1095,80,58,200.0,57.97,7010
Clout,Dodge,Xelor,1110,34,3,200.0,91.89,7005
Liam-Neeson,Oshimo,Aniripsa,1049,118,71,200.0,62.43,7005
Xd-Fumon,Brutas,Sram,893,85,20,200.0,80.95,7000
Bomb-Marley,Oshimo,Tymador,1069,35,15,200.0,70.0,6980
Vulhary,Brutas,Ocra,970,146,127,200.0,53.48,6979
Silvie,Terra Cogita,Sacrogrito,978,108,51,200.0,67.92,6975
Neezis,Herdegrize,Sram,933,90,27,200.0,76.92,6975
Cloudfle,Brutas,Ocra,875,72,3,200.0,96.0,6975
Gbermudez,Brutas,Ocra,913,114,67,200.0,62.98,6915
Loobar,Terra Cogita,Tymador,1021,127,121,200.0,51.21,6908
Luckert-blood,Brutas,Sram,1096,26,13,200.0,66.67,6907
Vinhop,Terra Cogita,Tymador,1020,117,72,200.0,61.9,6884
Xneax,Brutas,Aniripsa,957,110,55,200.0,66.67,6876
El-Madrina,Herdegrize,Sacrogrito,1087,31,1,200.0,96.88,6871
Persus,Herdegrize,Anutrof,1138,28,14,200.0,66.67,6861
Co-Mehdy,Oshimo,Feca,989,135,103,200.0,56.72,6843
Angeliqa,Terra Cogita,Pandawa,893,78,13,200.0,85.71,6825
Han-Ck,Dodge,Feca,990,150,113,200.0,57.03,6816
Sacrov,Herdegrize,Sacrogrito,1033,70,28,200.0,71.43,6813
Il-maniere,Oshimo,Pandawa,992,183,160,200.0,53.35,6765
Meylune,Terra Cogita,Anutrof,1074,29,0,200.0,100.0,6758
Bigg-bas,Brutas,Yopuka,1009,80,48,200.0,62.5,6753
Gatako,Brutas,Zurcarak,956,165,142,200.0,53.75,6753
Soignetruffe,Herdegrize,Aniripsa,975,177,146,200.0,54.8,6750
Periiquera,Brutas,Feca,1024,84,32,200.0,72.41,6731
Fatalisme,Herdegrize,Xelor,1054,73,52,200.0,58.4,6726
Merlin-Escanor,Brutas,Xelor,937,143,101,200.0,58.61,6725
Atarbana,Brutas,Feca,947,133,88,200.0,60.18,6720
Seeaak,Terra Cogita,Sram,1018,86,47,200.0,64.66,6717
Rambo-Vl,Oshimo,Osamodas,1083,26,0,200.0,100.0,6712
Selaatmar,Oshimo,Aniripsa,933,118,68,199.0,63.44,6700
Duuhh,Oshimo,Ocra,892,118,68,200.0,63.44,6700
Withlovedida,Herdegrize,Sadida,1012,154,135,200.0,53.29,6687
Minato-san,Terra Cogita,Osamodas,1041,60,22,200.0,73.17,6659
Skay-turquoise,Brutas,Zurcarak,942,166,133,200.0,55.52,6657
The-luzbel,Brutas,Aniripsa,1162,28,12,200.0,70.0,6652
Picason,Brutas,Feca,1082,43,30,200.0,58.9,6648
Ezkutua,Brutas,Feca,1044,69,21,200.0,76.67,6647
Alexxandreei,Terra Cogita,Ocra,996,38,0,200.0,100.0,6645
Hope-Vl,Oshimo,Osamodas,1007,137,112,200.0,55.02,6628
Tengha,Dodge,Sram,949,145,105,200.0,58.0,6625
Mizzu,Oshimo,Xelor,1007,74,13,200.0,85.06,6607
Vienici,Terra Cogita,Sacrogrito,1073,62,37,200.0,62.63,6599
Leydy-Daniela,Brutas,Aniripsa,1104,78,37,200.0,67.83,6593
Kylecte,Terra Cogita,Aniripsa,1083,56,20,200.0,73.68,6592
Nutrouf,Oshimo,Anutrof,935,89,31,200.0,74.17,6588
Nimzo-attack,Herdegrize,Anutrof,1072,47,35,200.0,57.32,6581
Majinn-s,Terra Cogita,Sram,1038,97,60,200.0,61.78,6577
Cris-curas,Brutas,Aniripsa,1144,44,26,200.0,62.86,6558
Jack-Bazz,Terra Cogita,Feca,1111,31,10,200.0,75.61,6549
Madarah,Oshimo,Sacrogrito,1123,21,1,200.0,95.45,6526
Xzercesse,Herdegrize,Yopuka,884,171,141,200.0,54.81,6525
Neoboy,Oshimo,Xelor,1012,142,119,200.0,54.41,6521
Spin-osa,Herdegrize,Osamodas,1113,21,3,200.0,87.5,6514
Uwais-aask,Brutas,Ocra,931,160,147,200.0,52.12,6508
Selo-Fanclub,Herdegrize,Feca,1050,104,73,200.0,58.76,6503
Choppew,Oshimo,Aniripsa,987,80,20,200.0,80.0,6500
Fee-kae,Terra Cogita,Feca,998,146,117,200.0,55.51,6492
Black-Tien,Oshimo,Zobal,1046,41,17,200.0,70.69,6483
Jolo-osa,Brutas,Osamodas,1149,28,17,200.0,62.22,6454
Gohait-healt,Brutas,Aniripsa,969,105,54,200.0,66.04,6450
Virgin-prose,Oshimo,Sadida,1032,86,64,200.0,57.33,6439
Klaus-punishmen,Brutas,Sacrogrito,946,98,45,200.0,68.53,6425
Crisisll,Oshimo,Pandawa,947,125,81,200.0,60.68,6425
Maplestyle,Grandapan,Aniripsa,989,71,49,200.0,59.17,6424
Panda-Extinto,Brutas,Pandawa,971,42,21,200.0,66.67,6401
Rangeuse-maroca,Dodge,Ocra,942,159,137,200.0,53.72,6399
Lesurgences,Herdegrize,Aniripsa,1074,51,29,200.0,63.75,6396
Kyoura,Brutas,Aniripsa,1030,88,36,200.0,70.97,6390
Hitz-One,Brutas,Anutrof,981,128,91,200.0,58.45,6389
Barlard,Terra Cogita,Zobal,1031,86,75,200.0,53.42,6385
Buing,Oshimo,Aniripsa,1133,28,12,200.0,70.0,6379
Skarlezdetierra,Brutas,Sadida,898,192,171,200.0,52.89,6375
Sra-times,Brutas,Xelor,911,138,99,200.0,58.23,6375
Hadezc,Brutas,Yopuka,1018,54,14,200.0,79.41,6354
Yurei-Zoldyck,Terra Cogita,Sacrogrito,1006,153,133,200.0,53.5,6353
Jack-Frizz,Terra Cogita,Xelor,1128,32,17,200.0,65.31,6353
Azizel,Herdegrize,Sacrogrito,1002,104,68,200.0,60.47,6348
Redneck-Qc,Herdegrize,Steamer,993,114,74,200.0,60.64,6346
Kekkox,Herdegrize,Sacrogrito,1061,62,32,200.0,65.96,6338
Good-zoosplash,Terra Cogita,Pandawa,1111,37,27,200.0,57.81,6302
Heyleclown,Herdegrize,Aniripsa,1060,76,56,200.0,57.58,6300
Kahers,Oshimo,Sram,1038,41,12,200.0,77.36,6290
Sinore,Brutas,Sacrogrito,1067,47,25,200.0,65.28,6281
Azeliah,Oshimo,Sacrogrito,980,111,67,200.0,62.36,6278
Sausage-Master,Dodge,Sadida,990,154,122,200.0,55.8,6255
Cruit-Queen,Brutas,Ocra,893,103,54,200.0,65.61,6250
Kailani,Oshimo,Aniripsa,1154,20,1,200.0,95.24,6218
Sacriex,Oshimo,Sacrogrito,1069,43,20,200.0,68.25,6217
Marc-Ab,Terra Cogita,Ocra,974,84,66,200.0,56.0,6213
Ary,Grandapan,Aniripsa,1129,60,60,200.0,50.0,6211
Crissdoll,Brutas,Feca,1072,45,14,200.0,76.27,6202
Incoos,Oshimo,Ocra,849,188,168,200.0,52.81,6200
Shareingan,Terra Cogita,Sacrogrito,1014,107,71,200.0,60.11,6191
Ellypsi,Terra Cogita,Pandawa,978,84,32,200.0,72.41,6183
Baby-Sadiida,Herdegrize,Sadida,938,126,86,200.0,59.43,6150
Zurys,Terra Cogita,Pandawa,1060,55,37,200.0,59.78,6137
Dounson,Brutas,Aniripsa,1028,79,40,200.0,66.39,6133
Blash-Il,Oshimo,Sram,993,92,67,200.0,57.86,6129
Scouby-doo,Herdegrize,Sram,998,65,46,200.0,58.56,6127
Powered-Fennix,Brutas,Sram,1012,61,25,200.0,70.93,6126
Gaanjhaman,Brutas,Zobal,929,113,69,200.0,62.09,6125
La-coqueta,Brutas,Xelor,920,101,53,200.0,65.58,6125
Elpacificador,Brutas,Xelor,1156,25,15,200.0,62.5,6125
Czar,Grandapan,Xelor,920,107,61,200.0,63.69,6125
Zaviano,Herdegrize,Steamer,1113,35,31,200.0,53.03,6118
Sir-eine,Terra Cogita,Yopuka,1050,42,12,200.0,77.78,6112
Zeku-Mayl,Brutas,Xelor,882,112,68,200.0,62.22,6100
Sarfalm,Herdegrize,Sacrogrito,1045,64,33,200.0,65.98,6075
Nini-la,Terra Cogita,Aniripsa,1032,77,26,200.0,74.76,6068
Ti-Dada,Herdegrize,Pandawa,1069,70,64,200.0,52.24,6061
Solupred,Terra Cogita,Aniripsa,1085,53,34,200.0,60.92,6058
Santz-r,Brutas,Ocra,971,102,71,200.0,58.96,6053
Liam-l,Brutas,Feca,961,74,18,200.0,80.43,6050
Co-vi,Terra Cogita,Sram,959,60,0,200.0,100.0,6039
Aurevoar-Merci,Oshimo,Ocra,1009,49,36,200.0,57.65,6034
Syn-Ex,Terra Cogita,Sacrogrito,1167,16,3,200.0,84.21,6030
Drk-Night,Oshimo,Sram,1016,86,60,200.0,58.9,6014
Bellonaa,Brutas,Feca,959,84,32,200.0,72.41,6000
Mely-kelly,Oshimo,Xelor,1065,35,10,200.0,77.78,5999
Kinski,Oshimo,Zurcarak,944,104,62,200.0,62.65,5993
Freakles,Terra Cogita,Zobal,1030,72,48,200.0,60.0,5954
Matrio-chka,Oshimo,Osamodas,1090,27,12,200.0,69.23,5930
Snowfall,Oshimo,Zobal,1091,39,28,200.0,58.21,5929
Hamn-a,Brutas,Feca,971,66,9,200.0,88.0,5925
Hollowdanger,Terra Cogita,Sram,995,62,33,200.0,65.26,5925
Cuvee-Destroll,Oshimo,Pandawa,960,172,151,200.0,53.25,5919
Hauria,Terra Cogita,Sadida,1076,73,53,200.0,57.94,5915
Ell-Diablo,Herdegrize,Feca,1040,74,37,200.0,66.67,5914
Agony-Flux,Dodge,Aniripsa,1059,50,7,200.0,87.72,5896
To-neau,Herdegrize,Steamer,1027,58,35,200.0,62.37,5891
Arikitaru,Oshimo,Zurcarak,996,64,23,200.0,73.56,5889
Jason-Voorhes,Herdegrize,Sacrogrito,993,96,61,200.0,61.15,5883
Mr-no,Brutas,Sram,931,85,35,200.0,70.83,5875
Sr-Gin,Brutas,Feca,1122,36,21,200.0,63.16,5871
Sildeh,Brutas,Ocra,932,126,92,200.0,57.8,5869
Samonoskey,Herdegrize,Sacrogrito,1051,42,10,200.0,80.77,5866
Er-Trampa,Brutas,Sram,981,127,101,200.0,55.7,5845
Comandore,Terra Cogita,Zobal,1045,59,27,200.0,68.6,5839
Shirude,Brutas,Feca,995,83,37,200.0,69.17,5830
Le-arbalete,Terra Cogita,Xelor,1032,146,119,200.0,55.09,5830
Xaxo,Brutas,Osamodas,887,145,116,200.0,55.56,5812
Healyx,Terra Cogita,Aniripsa,1099,39,17,200.0,69.64,5807
Ingandrey,Brutas,Zurcarak,890,58,0,200.0,100.0,5800
Yuu-feitan,Terra Cogita,Yopuka,978,154,132,200.0,53.85,5800
Xelaz,Oshimo,Xelor,1064,61,30,200.0,67.03,5796
Al-batoire,Herdegrize,Sadida,994,163,141,200.0,53.62,5789
Jackedd,Terra Cogita,Xelor,1028,85,49,200.0,63.43,5786
Fast-Go,Terra Cogita,Feca,897,234,235,200.0,49.89,5775
Tirimisi,Oshimo,Sacrogrito,1079,55,43,200.0,56.12,5774
Kyutoryu,Terra Cogita,Yopuka,909,173,155,200.0,52.74,5766
Calembo,Brutas,Sram,1059,22,0,200.0,100.0,5760
Paco-Mermelo,Brutas,Yopuka,1054,56,62,200.0,47.46,5759
Malinoye,Herdegrize,Sacrogrito,999,127,97,200.0,56.7,5756
Doboulasal,Herdegrize,Sacrogrito,1055,89,59,200.0,60.14,5748
Lemasi,Brutas,Osamodas,1086,39,30,200.0,56.52,5746
Cartonne-Ill,Terra Cogita,Feca,1160,27,21,200.0,56.25,5741
Pan-dereta,Brutas,Pandawa,963,116,81,200.0,58.88,5720
Anti-jeu,Herdegrize,Xelor,998,85,38,200.0,69.11,5705
Giah,Herdegrize,Sadida,1153,20,9,200.0,68.97,5705
Zozobra,Brutas,Feca,1027,108,72,200.0,60.0,5701
Luckyc,Herdegrize,Zurcarak,1010,48,33,200.0,59.26,5697
Phaal-Freezer,Terra Cogita,Feca,1024,95,56,200.0,62.91,5690
Don-Vitoo,Brutas,Feca,995,74,24,200.0,75.51,5689
Black-calle,Brutas,Yopuka,950,101,59,200.0,63.12,5680
Mediciina,Brutas,Aniripsa,1132,58,55,200.0,51.33,5651
Loveponey,Terra Cogita,Aniripsa,1016,77,29,200.0,72.64,5647
Tomiie,Herdegrize,Sadida,963,117,81,200.0,59.09,5625
Jesuislefossoye,Terra Cogita,Sadida,1021,96,72,200.0,57.14,5625
Volchabs,Herdegrize,Ocra,1005,51,34,200.0,60.0,5613
Madrina,Oshimo,Aniripsa,1019,95,53,200.0,64.19,5610
Wiiskyy,Oshimo,Sram,913,170,152,200.0,52.8,5600
Hervevilard,Oshimo,Sacrogrito,967,104,64,200.0,61.9,5600
Heerus,Terra Cogita,Yopuka,1124,21,7,200.0,75.0,5582
Yacopop,Oshimo,Aniripsa,1029,59,9,200.0,86.76,5578
Hikata,Brutas,Sram,1006,74,52,200.0,58.73,5572
Bu-shido,Herdegrize,Zobal,996,130,101,200.0,56.28,5565
Oktaviia,Grandapan,Ocra,910,110,73,200.0,60.11,5561
Vanex,Herdegrize,Sram,1099,19,3,200.0,86.36,5561
Mamie-Navo,Herdegrize,Anutrof,1039,55,26,200.0,67.9,5559
Wolfyy,Grandapan,Sacrogrito,1088,29,13,200.0,69.05,5556
Sorciere-Gopnit,Terra Cogita,Aniripsa,1022,170,153,199.0,52.63,5552
Next,Herdegrize,Anutrof,1117,26,16,200.0,61.9,5549
Enheis,Oshimo,Sacrogrito,1074,40,12,200.0,76.92,5549
Hanms,Brutas,Aniripsa,978,68,17,200.0,80.0,5525
Auzou,Oshimo,Sacrogrito,1149,24,15,200.0,61.54,5503
Hellsephine,Brutas,Pandawa,974,60,7,200.0,89.55,5489
Haikili,Oshimo,Feca,1060,51,28,200.0,64.56,5482
Timerall,Terra Cogita,Xelor,1007,94,55,200.0,63.09,5476
Ouhol,Oshimo,Tymador,993,99,96,200.0,50.77,5469
Destin-tueur,Herdegrize,Zurcarak,999,50,30,200.0,62.5,5468
Yyeico,Brutas,Xelor,1093,38,21,200.0,64.41,5461
La-Vietnamita,Brutas,Sram,893,134,106,200.0,55.83,5450
Aureus-Br,Brutas,Feca,960,107,70,200.0,60.45,5450
Snowjack,Terra Cogita,Pandawa,939,110,74,200.0,59.78,5450
Pollo-r,Brutas,Zurcarak,925,134,108,200.0,55.37,5445
Vaporeom,Grandapan,Aniripsa,928,70,21,200.0,76.92,5425
Limsaoul,Herdegrize,Pandawa,997,87,47,200.0,64.93,5420
Hao-Asakuraa,Brutas,Osamodas,1058,45,28,200.0,61.64,5412
Ezy-sensei,Herdegrize,Sram,981,78,47,200.0,62.4,5403
Naga-saqui,Brutas,Tymador,875,54,0,200.0,100.0,5400
Enelye,Oshimo,Feca,1076,47,28,200.0,62.67,5398
Shell-Sa,Herdegrize,Feca,1012,82,55,200.0,59.85,5393
Chacalakaboum,Terra Cogita,Pandawa,933,104,67,200.0,60.82,5375
Palm-Angels,Oshimo,Sadida,942,95,55,200.0,63.33,5375
Rokle-az,Brutas,Sram,936,62,11,200.0,84.93,5375
King-Viagra,Terra Cogita,Anutrof,926,107,71,200.0,60.11,5375
Darkk-heal,Oshimo,Aniripsa,961,56,3,200.0,94.92,5375
Shardia,Brutas,Sadida,1039,127,106,200.0,54.51,5364
Efrank-o,Brutas,Ocra,1106,11,0,200.0,100.0,5350
Vaal-hazak,Grandapan,Pandawa,933,112,78,200.0,58.95,5350
Rusckov,Terra Cogita,Pandawa,985,97,59,200.0,62.18,5349
Joker-unlucky,Oshimo,Zurcarak,874,186,178,200.0,51.1,5343
Aku-Ziino,Herdegrize,Anutrof,1052,44,20,200.0,68.75,5339
Volkx,Herdegrize,Xelor,1112,24,6,200.0,80.0,5336
Metaestasis,Brutas,Xelor,1095,54,26,200.0,67.5,5334
Mundaka,Herdegrize,Yopuka,1063,28,7,200.0,80.0,5331
Papierqul,Herdegrize,Anutrof,1034,49,40,200.0,55.06,5329
Hamsoka,Oshimo,Sacrogrito,905,56,4,200.0,93.33,5300
Lelira,Brutas,Aniripsa,1066,49,14,200.0,77.78,5282
Nittro-Xx,Brutas,Sram,945,97,59,200.0,62.18,5275
Isaure,Oshimo,Feca,1034,62,24,200.0,72.09,5273
Ush-On,Terra Cogita,Zurcarak,931,139,126,200.0,52.45,5272
Kiting,Herdegrize,Sram,1024,58,31,200.0,65.17,5268
Ortec,Brutas,Yopuka,1030,49,24,200.0,67.12,5265
Paco-Rabanne,Dodge,Anutrof,1057,37,10,200.0,78.72,5262
Marazul,Terra Cogita,Xelor,1073,70,64,200.0,52.24,5258
Jack-Collins,Oshimo,Yopuka,1067,23,8,200.0,74.19,5253
Spinozette,Terra Cogita,Sadida,1072,50,17,200.0,74.63,5251
Tiw,Brutas,Steamer,946,138,114,200.0,54.76,5250
Victarion,Herdegrize,Yopuka,1053,32,14,200.0,69.57,5242
Lagapanthe,Herdegrize,Sadida,1075,30,5,200.0,85.71,5239
Pasdvuvu-Tfouto,Oshimo,Pandawa,1140,38,44,200.0,46.34,5237
Bambubeer,Brutas,Pandawa,1019,71,35,200.0,66.98,5231
Ahsby,Brutas,Sram,1060,48,44,200.0,52.17,5228
Atracadorr,Brutas,Zobal,894,167,153,199.0,52.19,5225
Cinqsang-Quator,Terra Cogita,Xelor,774,46,27,200.0,63.01,5225
Diablesis,Brutas,Anutrof,900,101,65,200.0,60.84,5225
Hidans,Oshimo,Sram,1025,42,9,200.0,82.35,5223
Jovialee,Herdegrize,Zurcarak,986,123,110,200.0,52.79,5217
Djoki-shield,Herdegrize,Feca,1068,43,26,200.0,62.32,5216
Viirulente,Oshimo,Aniripsa,1052,70,30,200.0,70.0,5208
Kyliou,Oshimo,Yopuka,1044,44,32,200.0,57.89,5206
Stay-black,Herdegrize,Sram,927,100,64,200.0,60.98,5201
Tank-Amon,Herdegrize,Sacrogrito,1010,71,31,200.0,69.61,5197
Beet-Evil,Brutas,Xelor,1100,30,13,200.0,69.77,5193
Wintery,Grandapan,Sram,1159,13,4,200.0,76.47,5182
Daraester,Brutas,Sram,943,157,141,200.0,52.68,5179
Sangcible,Oshimo,Sacrogrito,921,144,123,200.0,53.93,5175
Meilleur,Brutas,Zurcarak,849,69,23,200.0,75.0,5175
Pandalcoholic,Oshimo,Pandawa,992,90,53,200.0,62.94,5166
Dr-escobar,Herdegrize,Aniripsa,1102,54,40,200.0,57.45,5157
Rosevelt,Herdegrize,Anutrof,969,80,55,200.0,59.26,5152
Luchy,Oshimo,Anutrof,997,67,33,200.0,67.0,5148
La-cotorep,Herdegrize,Sacrogrito,1054,38,22,200.0,63.33,5135
Mamy-Lenny,Terra Cogita,Anutrof,1043,50,45,200.0,52.63,5133
Prince-dim,Terra Cogita,Feca,1053,58,36,200.0,61.7,5129
Zoro-yonko,Dodge,Sacrogrito,1072,50,21,200.0,70.42,5125
Alvaro-Escudero,Brutas,Feca,921,109,77,200.0,58.6,5125
Terreur-Feux,Herdegrize,Sram,968,131,108,200.0,54.81,5123
Daddy-zh,Herdegrize,Pandawa,992,132,110,200.0,54.55,5121
Karma-xl,Oshimo,Sadida,1079,55,19,200.0,74.32,5118
Kush-Tard,Herdegrize,Xelor,1078,28,1,200.0,96.55,5100
Bliitzerr,Terra Cogita,Xelor,1101,29,15,200.0,65.91,5098
Gatubel,Brutas,Zurcarak,967,83,46,200.0,64.34,5095
Kalz-r,Herdegrize,Anutrof,1111,19,8,200.0,70.37,5093
La-fonsde,Terra Cogita,Feca,968,118,91,200.0,56.46,5089
Sulfurax,Herdegrize,Zurcarak,946,165,155,200.0,51.56,5085
Mexicana,Oshimo,Xelor,1044,82,76,200.0,51.9,5084
Wara-Hamer,Oshimo,Osamodas,1012,55,31,200.0,63.95,5082
Linfang,Oshimo,Ocra,1041,31,21,200.0,59.62,5082
La-Profe,Brutas,Sram,955,89,51,200.0,63.57,5076
Big-peny,Brutas,Sacrogrito,912,83,43,200.0,65.87,5075
Niraz,Oshimo,Sacrogrito,1051,49,26,200.0,65.33,5061
Dudules,Herdegrize,Yopuka,1082,29,19,200.0,60.42,5059
Satisfy,Dodge,Osamodas,1030,37,6,200.0,86.05,5052
Pl-Xpait,Herdegrize,Ocra,992,55,36,200.0,60.44,5046
Fullminetorman,Brutas,Sadida,971,180,173,200.0,50.99,5038
Requiem-x,Dodge,Xelor,1077,62,45,200.0,57.94,5037
Lab-sent,Terra Cogita,Feca,1082,36,10,200.0,78.26,5036
Lucky-x,Grandapan,Anutrof,1038,59,44,200.0,57.28,5034
Henrockiun,Brutas,Yopuka,886,54,5,200.0,91.53,5025
Disquette,Herdegrize,Sram,1059,32,16,200.0,66.67,4993
Altercarch,Oshimo,Steamer,1039,62,50,200.0,55.36,4990
Xenorys,Oshimo,Sadida,1071,35,5,200.0,87.5,4989
Liktnisx,Herdegrize,Zobal,1094,33,20,200.0,62.26,4984
El-Rojoxpz,Brutas,Osamodas,942,89,53,200.0,62.68,4976
Dr-Simo,Terra Cogita,Xelor,991,78,38,200.0,67.24,4971
Vinciketjebaiz,Oshimo,Ocra,943,95,62,200.0,60.51,4957
Varpulis,Oshimo,Tymador,1059,26,11,200.0,70.27,4956
Bardeo,Brutas,Yopuka,1008,49,19,200.0,72.06,4949
Zkittlez,Herdegrize,Sram,1063,37,24,200.0,60.66,4943
Symbioz,Oshimo,Sadida,1058,40,6,200.0,86.96,4932
Ma-ki,Herdegrize,Pandawa,922,125,101,200.0,55.31,4925
Belzez-z,Terra Cogita,Feca,1076,49,27,200.0,64.47,4921
Roel-lexel,Herdegrize,Xelor,1033,93,72,200.0,56.36,4921
Terre-minus,Terra Cogita,Feca,1046,70,37,200.0,65.42,4917
Kariixx,Oshimo,Sacrogrito,1017,126,105,200.0,54.55,4917
Reichel,Brutas,Aniripsa,1029,78,40,200.0,66.1,4915
Awapaneli,Brutas,Ocra,933,91,59,200.0,60.67,4910
Ukiyo,Terra Cogita,Sram,1121,24,23,200.0,51.06,4906
Fekariah,Terra Cogita,Feca,1123,39,37,200.0,51.32,4903
Nott-Found,Brutas,Sram,933,148,132,200.0,52.86,4903
Blanco-k,Oshimo,Pandawa,894,82,44,200.0,65.08,4900
Bada-Kuflaav,Herdegrize,Zurcarak,907,91,56,200.0,61.9,4900
Lissio,Grandapan,Sacrogrito,879,97,64,200.0,60.25,4900
Prodigio,Brutas,Anutrof,864,148,132,200.0,52.86,4900
Teco-silencio,Brutas,Sram,939,80,44,200.0,64.52,4888
Pah-Pillon,Herdegrize,Aniripsa,1061,50,19,200.0,72.46,4888
Anastasiya-Kvit,Oshimo,Anutrof,1084,25,10,200.0,71.43,4880
Joker-Taus,Dodge,Yopuka,917,102,71,200.0,58.96,4875
Ezzyouy,Herdegrize,Yopuka,967,187,196,200.0,48.83,4862
Eule,Herdegrize,Zobal,1044,48,23,200.0,67.61,4850
Xzurackx,Brutas,Zurcarak,926,99,73,200.0,57.56,4849
Tsubana,Oshimo,Sram,1146,10,0,200.0,100.0,4842
Corcor,Oshimo,Aniripsa,1025,83,50,200.0,62.41,4840
Pandemiie,Terra Cogita,Xelor,1046,30,26,200.0,53.57,4832
Carlosfo,Brutas,Yopuka,1016,61,49,200.0,55.45,4828
Bkn-Nets,Brutas,Ocra,946,136,128,200.0,51.52,4827
Willoff,Terra Cogita,Pandawa,925,109,81,200.0,57.37,4825
Gestafx,Herdegrize,Xelor,977,103,73,200.0,58.52,4825
Tronb,Herdegrize,Sacrogrito,1011,64,31,200.0,67.37,4823
Kojones,Terra Cogita,Sram,1032,65,54,200.0,54.62,4822
Sachaz,Brutas,Ocra,908,138,120,200.0,53.49,4804
Le-Jag,Herdegrize,Feca,1058,38,14,200.0,73.08,4789
Fami-Bks,Herdegrize,Yopuka,968,65,25,200.0,72.22,4786
Corruption-Inc,Terra Cogita,Sacrogrito,1070,60,43,200.0,58.25,4784
Forbiddenn,Brutas,Aniripsa,1108,26,5,200.0,83.87,4784
Carter-l,Herdegrize,Sadida,999,88,54,200.0,61.97,4781
Messka,Herdegrize,Xelor,941,71,31,200.0,69.61,4775
Dodox-Regreso,Brutas,Xelor,933,80,43,200.0,65.04,4775
Tokyoox,Herdegrize,Feca,1097,24,5,200.0,82.76,4774
Mishurra-yt,Brutas,Sadida,1091,39,26,200.0,60.0,4773
Mito-Uzumaki,Terra Cogita,Aniripsa,1125,27,9,200.0,75.0,4771
Vl-Olympe,Herdegrize,Sadida,1058,52,30,200.0,63.41,4760
Mhaxx,Oshimo,Feca,972,89,59,200.0,60.14,4754
Wonderfull,Grandapan,Ocra,930,79,52,200.0,60.31,4751
Kikzeer,Oshimo,Sram,939,61,18,200.0,77.22,4750
Daerzz,Brutas,Sacrogrito,930,100,70,200.0,58.82,4750
Leludo,Grandapan,Sadida,913,82,46,200.0,64.06,4750
Pannzer,Brutas,Feca,960,76,38,200.0,66.67,4750
Hameur,Herdegrize,Pandawa,1049,41,20,200.0,67.21,4749
Seropositif,Terra Cogita,Sacrogrito,1000,96,66,200.0,59.26,4745
Daksenissa,Oshimo,Sacrogrito,1014,59,25,200.0,70.24,4743
Antikramos,Oshimo,Feca,1021,64,51,200.0,55.65,4733
Cataklism,Herdegrize,Yopuka,1097,24,17,200.0,58.54,4732
Much-Kush,Herdegrize,Osamodas,1007,85,56,200.0,60.28,4720
Dodda,Brutas,Zobal,1039,47,24,200.0,66.2,4719
Telo-meto,Brutas,Sram,901,151,139,200.0,52.07,4701
Fuc-kisiss,Brutas,Tymador,851,146,132,200.0,52.52,4700
Garht,Brutas,Sacrogrito,931,149,136,200.0,52.28,4700
Danakilz,Terra Cogita,Yopuka,994,46,10,200.0,82.14,4693
Xeelux,Herdegrize,Xelor,985,105,80,200.0,56.76,4688
Yacok,Oshimo,Steamer,955,55,11,200.0,83.33,4686
Mordenkainen,Brutas,Xelor,1004,104,84,200.0,55.32,4685
Julskee,Brutas,Aniripsa,1073,76,89,200.0,46.06,4682
Yavel,Brutas,Ocra,936,97,90,200.0,51.87,4681
Artefakht,Herdegrize,Steamer,1003,72,52,200.0,58.06,4677
Freinamain,Herdegrize,Sacrogrito,1068,49,34,200.0,59.04,4675
Moros,Brutas,Feca,969,97,67,200.0,59.15,4675
Tupakk,Terra Cogita,Sram,960,132,133,200.0,49.81,4671
Babi-di,Brutas,Xelor,1093,48,50,200.0,48.98,4670
Nekrozor,Oshimo,Osamodas,1068,27,10,200.0,72.97,4669
Magiiee,Herdegrize,Ocra,919,59,17,200.0,77.63,4665
El-anticriisto,Brutas,Sram,1058,48,25,200.0,65.75,4656
Thex-Cris,Brutas,Zobal,916,111,86,200.0,56.35,4650
Saeko-Game,Oshimo,Pandawa,890,66,26,200.0,71.74,4650
Heart-Antt,Herdegrize,Feca,979,69,30,200.0,69.7,4650
Doubleverdewisk,Herdegrize,Pandawa,1057,31,10,200.0,75.61,4649
Jmenbaslesrein,Herdegrize,Sram,986,70,38,200.0,64.81,4648
Espect-x,Brutas,Zobal,1005,70,38,200.0,64.81,4639
